I0418 19:28:29.560831       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.5 DestinationAddress:192.168.77.100 Protocol:6 SourcePort:43552 DestinationPort:6443}
I0418 19:28:29.560838       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.11 DestinationAddress:10.10.0.2 Protocol:6 SourcePort:43290 DestinationPort:5201}
I0418 19:28:29.560846       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.2 DestinationAddress:192.168.77.100 Protocol:6 SourcePort:48252 DestinationPort:6443}
I0418 19:28:29.560854       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.8 DestinationAddress:10.10.0.3 Protocol:6 SourcePort:34346 DestinationPort:5201}
I0418 19:28:29.560861       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.14 DestinationAddress:8.8.8.8 Protocol:1 SourcePort:0 DestinationPort:0}
I0418 19:28:29.560868       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.12 DestinationAddress:10.10.0.4 Protocol:6 SourcePort:45684 DestinationPort:5201}
I0418 19:28:29.560875       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.33 DestinationAddress:192.168.77.100 Protocol:6 SourcePort:59086 DestinationPort:6443}
I0418 19:28:29.560882       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.13 DestinationAddress:8.8.8.8 Protocol:1 SourcePort:0 DestinationPort:0}
I0418 19:28:29.560890       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.18 DestinationAddress:1.1.1.1 Protocol:1 SourcePort:0 DestinationPort:0}
I0418 19:28:29.560897       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.3 DestinationAddress:192.168.77.100 Protocol:6 SourcePort:56978 DestinationPort:6443}
I0418 19:28:29.560904       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.5 DestinationAddress:192.168.77.100 Protocol:6 SourcePort:57224 DestinationPort:6443}
I0418 19:28:29.560911       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.8 DestinationAddress:10.10.0.3 Protocol:6 SourcePort:34344 DestinationPort:5201}
I0418 19:28:29.560918       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.0.1 DestinationAddress:10.10.1.33 Protocol:6 SourcePort:38641 DestinationPort:4739}
I0418 19:28:29.560926       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.33 DestinationAddress:10.10.1.31 Protocol:6 SourcePort:52954 DestinationPort:4739}
I0418 19:28:29.560933       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.17 DestinationAddress:8.8.4.4 Protocol:1 SourcePort:0 DestinationPort:0}
I0418 19:28:29.560950       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.12 DestinationAddress:10.10.0.4 Protocol:6 SourcePort:45686 DestinationPort:5201}
I0418 19:28:29.560961       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.15 DestinationAddress:8.8.4.4 Protocol:1 SourcePort:0 DestinationPort:0}
I0418 19:28:29.560968       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.16 DestinationAddress:8.8.8.8 Protocol:1 SourcePort:0 DestinationPort:0}
I0418 19:28:29.565767       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.5 43552 192.168.77.100 6443 6] conn.IsDying=false
I0418 19:28:29.565987       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.20 0 8.8.4.4 0 1] conn.IsDying=false
I0418 19:28:29.566108       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.8 34346 10.10.0.3 5201 6] conn.IsDying=false
I0418 19:28:29.566145       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.33 52954 10.10.1.31 4739 6] conn.IsDying=false
I0418 19:28:29.566162       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.9 38956 10.10.1.10 5201 6] conn.IsDying=false
I0418 19:28:29.566177       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.14 0 8.8.8.8 0 1] conn.IsDying=false
I0418 19:28:29.566192       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.9 38954 10.10.1.10 5201 6] conn.IsDying=false
I0418 19:28:29.566206       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.11 43290 10.10.0.2 5201 6] conn.IsDying=false
I0418 19:28:29.566308       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.0.1 38641 10.10.1.33 4739 6] conn.IsDying=false
I0418 19:28:29.566345       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.17 0 8.8.4.4 0 1] conn.IsDying=false
I0418 19:28:29.566422       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.12 45684 10.10.0.4 5201 6] conn.IsDying=false
